,id,age,gender,afam,asian,hispanic,white,race_other,race_not_say,education,sexuality,english,tw_use,social_media_use,prolific_hours,task_fun,task_interesting,task_boring,task_repetitive,task_important,task_depressing,task_offensive,another_tweettask,another_hatetask,page_history,date_of_first_access,date_of_last_access,duration_sec,version,tw1,tw2,tw3,tw4,tw5,tw6,tw7,tw8,tw9,tw10,tw11,tw12,tw13,tw14,tw15,tw16,tw17,tw18,tw19,tw20,tw_duration_1,tw_duration_2,tw_duration_3,tw_duration_4,tw_duration_5,tw_duration_6,tw_duration_7,tw_duration_8,tw_duration_9,tw_duration_10,tw_duration_11,tw_duration_12,tw_duration_13,tw_duration_14,tw_duration_15,tw_duration_16,tw_duration_17,tw_duration_18,tw_duration_19,tw_duration_20,num_approvals,num_rejections,prolific_score,countryofbirth,currentcountryofresidence,employmentstatus,firstlanguage,nationality,studentstatus
228,454,32.0,2,0.0,0.0,0.0,1.0,0,0,3,3,1.0,1,1,30.0,1,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-04-05 10:12:01,2022-04-05 10:17:26,325,B,hate speech,neither,neither,neither,hate speech,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,8045.0,10228.0,8331.0,5947.0,18230.0,15618.0,6768.0,12053.0,4305.0,6599.0,4832.0,4216.0,8644.0,8370.0,4210.0,7429.0,4997.0,5125.0,8499.0,5887.0,622.0,2.0,100.0,United States,United States,Full-Time,English,United States,No
229,583,34.0,2,0.0,1.0,0.0,0.0,0,0,6,3,1.0,1,1,2.0,0,0,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238939,6238955,6238956,6238957,6238958",2022-04-05 12:05:53,2022-04-05 12:15:13,560,C,hate speech,neither,hate speech,neither,hate speech,neither,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,19350.0,21084.0,8981.0,7851.0,4545.0,19617.0,16997.0,16781.0,9649.0,8892.0,6909.0,15734.0,9853.0,14395.0,7161.0,4487.0,14652.0,3386.0,7769.0,3192.0,1292.0,7.0,100.0,United States,United States,Full-Time,English,United States,No
230,528,34.0,1,0.0,0.0,0.0,1.0,0,0,6,3,1.0,6,1,5.0,0,0,0,1,0,0,0,very,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-04-05 12:04:00,2022-04-05 12:10:22,382,B,neither,neither,neither,neither,offensive language,neither,offensive language,offensive language,neither,neither,neither,neither,offensive language,neither,hate speech,offensive language,hate speech,offensive language,hate speech,hate speech,7912.0,4598.0,8648.0,7427.0,9536.0,33875.0,6494.0,12647.0,7699.0,6828.0,6435.0,4569.0,12931.0,7323.0,10072.0,4944.0,13062.0,11301.0,22082.0,6667.0,1310.0,15.0,97.0,United States,United States,DATA EXPIRED,English,United States,DATA EXPIRED
231,73,23.0,2,0.0,0.0,1.0,0.0,0,0,4,1,0.0,1,1,2.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238929,6238930,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238955,6238956,6238957,6238958",2022-03-29 16:13:21,2022-03-29 16:19:52,391,A,hate speech,neither,hate speech,neither,offensive language,neither,neither,offensive language,neither,offensive language,neither,neither,offensive language,hate speech,hate speech,neither,hate speech,hate speech,hate speech,hate speech,15990.0,12029.0,12658.0,11424.0,6477.0,18076.0,10675.0,9425.0,6040.0,6979.0,17183.0,5315.0,8804.0,9224.0,5035.0,6305.0,8698.0,11223.0,12053.0,7633.0,572.0,2.0,100.0,Peru,United States,Full-Time,Spanish,Peru,No
232,921,28.0,1,0.0,0.0,0.0,1.0,0,0,4,3,1.0,2,1,5.0,0,1,0,0,1,1,1,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-04-05 16:30:50,2022-04-05 16:43:50,780,B,hate speech,neither,hate speech,neither,offensive language,neither,offensive language,hate speech,offensive language,neither,neither,neither,offensive language,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,4403.0,5835.0,6898.0,4359.0,6637.0,5921.0,8825.0,5903.0,3144.0,7113.0,3534.0,3388.0,5307.0,25622.0,3027.0,2637.0,4115.0,3035.0,7133.0,3147.0,2193.0,3.0,100.0,United States,United States,Full-Time,English,United States,No
233,242,20.0,1,0.0,0.0,1.0,0.0,0,0,2,3,1.0,6,1,2.0,0,1,0,0,0,0,0,very,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238929,6238930,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238955,6238956,6238957,6238958",2022-04-04 16:10:05,2022-04-04 16:17:08,423,A,hate speech,hate speech,hate speech,neither,hate speech,offensive language,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,5737.0,5696.0,4767.0,14347.0,5319.0,13182.0,3643.0,3733.0,3429.0,6082.0,8580.0,3659.0,4152.0,10139.0,3530.0,4901.0,4828.0,49275.0,8362.0,2857.0,621.0,0.0,100.0,United States,United States,Part-Time,English,United States,Yes
234,604,39.0,2,0.0,0.0,0.0,1.0,0,0,3,3,1.0,1,1,40.0,0,1,0,0,1,1,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238939,6238955,6238956,6238957,6238958",2022-04-05 12:23:04,2022-04-05 12:34:39,695,C,offensive language,neither,hate speech,neither,hate speech,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,20809.0,12780.0,11197.0,8418.0,9107.0,14440.0,9869.0,11533.0,7830.0,19034.0,9508.0,190115.0,16206.0,8958.0,6437.0,6461.0,7010.0,5809.0,6412.0,7351.0,1719.0,2.0,100.0,United States,United States,Full-Time,English,United States,No
235,1008,38.0,2,0.0,1.0,0.0,0.0,0,0,4,3,1.0,6,1,8.0,0,0,0,1,0,0,1,very,very,"6248798,6248799,6248800,6248801,6248802,6248803,6248804,6248805,6248806,6248807,6248808,6248809,6248810,6248811,6248812,6248813,6248835,6248836,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248837,6248838,6248840,6248841,6248842,6248843",2022-04-06 17:03:53,2022-04-06 17:12:50,537,F,neither,neither,neither,neither,offensive language,neither,offensive language,hate speech,offensive language,offensive language,offensive language,offensive language,neither,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,15514.0,7443.0,10256.0,9966.0,13268.0,11313.0,22773.0,24159.0,21367.0,16162.0,9681.0,14551.0,18135.0,20750.0,11745.0,16445.0,26347.0,17617.0,10567.0,17516.0,848.0,1.0,100.0,Thailand,United States,Full-Time,English,Thailand,No
236,354,58.0,1,0.0,0.0,0.0,1.0,0,0,3,3,1.0,6,1,12.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238950,6238951,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238955,6238956,6238957,6238957,6238958",2022-04-04 16:19:00,2022-04-04 16:27:56,536,F,neither,neither,neither,neither,neither,neither,hate speech,hate speech,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,15141.0,11225.0,8461.0,9220.0,8257.0,21630.0,12398.0,17885.0,13365.0,27062.0,19247.0,10601.0,26582.0,10481.0,9106.0,7780.0,10219.0,11312.0,10154.0,13878.0,1437.0,15.0,97.0,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,No
237,822,26.0,2,0.0,0.0,0.0,1.0,0,0,3,3,1.0,1,1,60.0,1,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-04-05 16:13:41,2022-04-05 16:20:37,416,B,offensive language,neither,neither,neither,hate speech,neither,offensive language,offensive language,neither,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,9677.0,5876.0,6078.0,4872.0,17396.0,6172.0,4336.0,5742.0,7837.0,6953.0,4369.0,10486.0,6401.0,6516.0,3227.0,3695.0,4876.0,4258.0,3639.0,3956.0,1896.0,8.0,99.0,United States,United States,Other,English,United States,No
238,594,36.0,2,0.0,0.0,0.0,1.0,0,0,4,3,1.0,1,1,40.0,0,1,0,1,0,0,0,somewhat,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238950,6238951,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238955,6238956,6238957,6238958",2022-04-05 12:07:30,2022-04-05 12:15:16,466,F,neither,neither,neither,neither,offensive language,neither,offensive language,offensive language,neither,neither,neither,offensive language,hate speech,offensive language,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,8400.0,3681.0,3278.0,3572.0,7476.0,13039.0,7360.0,8814.0,5802.0,5901.0,2583.0,8162.0,10544.0,20748.0,7130.0,6762.0,8561.0,7537.0,8751.0,6039.0,1647.0,5.0,100.0,United States,United States,Full-Time,English,United States,No
239,264,29.0,1,0.0,0.0,0.0,1.0,0,0,2,2,1.0,2,1,20.0,1,1,0,1,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238949,6238955,6238956,6238957,6238958",2022-04-04 16:10:48,2022-04-04 16:18:39,471,E,neither,neither,neither,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,neither,neither,neither,offensive language,neither,neither,neither,neither,17671.0,7057.0,7948.0,8165.0,9860.0,46377.0,16688.0,19996.0,12867.0,16767.0,11882.0,9123.0,9167.0,7187.0,4331.0,6952.0,12967.0,6151.0,24665.0,15076.0,613.0,2.0,100.0,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,No
240,891,84.0,2,0.0,0.0,0.0,1.0,0,0,5,3,1.0,2,5,10.0,0,0,0,1,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238955,6238956,6238957,6238958",2022-04-05 16:16:58,2022-04-05 16:29:07,729,E,hate speech,neither,neither,neither,offensive language,hate speech,hate speech,offensive language,neither,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,16826.0,11100.0,16123.0,14731.0,32221.0,16694.0,54384.0,18494.0,12052.0,41737.0,17109.0,17368.0,20564.0,18794.0,43724.0,12670.0,16208.0,24017.0,30664.0,16372.0,1495.0,10.0,98.0,United States,United States,Full-Time,English,United States,No
241,716,46.0,2,0.0,0.0,0.0,1.0,0,0,2,3,1.0,1,1,10.0,0,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238950,6238951,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238952,6238953,6238954,6238952,6238953,6238954,6238955,6238956,6238957,6238958",2022-04-05 12:44:54,2022-04-05 12:52:46,472,F,neither,neither,neither,neither,neither,neither,hate speech,offensive language,neither,offensive language,offensive language,offensive language,hate speech,neither,neither,neither,neither,hate speech,neither,hate speech,14987.0,10009.0,7818.0,8768.0,16648.0,10283.0,16752.0,22501.0,11442.0,29752.0,16394.0,15935.0,26791.0,10056.0,9187.0,6401.0,13037.0,17827.0,7230.0,16102.0,2852.0,12.0,100.0,United States,United States,Full-Time,English,United States,No
242,821,53.0,2,0.0,0.0,0.0,1.0,0,0,4,3,1.0,6,1,30.0,0,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238929,6238930,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238931,6238955,6238956,6238957,6238958",2022-04-05 16:13:44,2022-04-05 16:17:27,223,A,hate speech,offensive language,hate speech,neither,offensive language,hate speech,offensive language,offensive language,neither,offensive language,offensive language,neither,neither,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,3398.0,5817.0,12477.0,3740.0,6683.0,7271.0,7220.0,7833.0,9450.0,8027.0,5736.0,5283.0,7974.0,4727.0,3697.0,2724.0,4158.0,3107.0,4093.0,2723.0,1669.0,8.0,99.0,United States,United States,Full-Time,English,United States,No
243,296,41.0,2,0.0,0.0,0.0,1.0,0,0,3,2,1.0,2,1,80.0,0,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-04-04 16:13:38,2022-04-04 16:21:11,453,B,hate speech,neither,neither,neither,hate speech,,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,12184.0,14697.0,19183.0,12456.0,8049.0,53854.0,16066.0,8020.0,7533.0,7498.0,6106.0,5383.0,22192.0,8774.0,11863.0,29368.0,6462.0,6877.0,10665.0,5733.0,1397.0,0.0,100.0,United States,United States,Unemployed (and job seeking),English,United States,No
244,898,26.0,2,0.0,1.0,0.0,0.0,0,0,4,3,1.0,1,2,5.0,0,1,0,0,1,0,0,somewhat,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238939,6238937,6238938,6238939,6238937,6238938,6238939,6238955,6238956,6238957,6238958",2022-04-05 16:22:16,2022-04-05 16:26:35,259,C,neither,neither,neither,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,offensive language,hate speech,hate speech,hate speech,hate speech,13214.0,4071.0,7368.0,4879.0,12904.0,9133.0,8547.0,10554.0,4680.0,5129.0,3214.0,3550.0,9909.0,5349.0,2411.0,3794.0,4067.0,2095.0,3631.0,2061.0,2313.0,0.0,100.0,United States,United States,Full-Time,English,United States,No
245,369,26.0,2,1.0,0.0,0.0,0.0,0,0,5,3,1.0,2,3,45.0,0,1,0,0,1,0,0,somewhat,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238949,6238955,6238956,6238957,6238958",2022-04-04 17:00:15,2022-04-04 17:11:50,694,E,neither,hate speech,neither,hate speech,hate speech,offensive language,neither,offensive language,offensive language,offensive language,neither,neither,neither,neither,hate speech,offensive language,neither,neither,hate speech,hate speech,1867.0,4981.0,2685.0,4100.0,4650.0,4850.0,2268.0,5987.0,4785.0,4761.0,5791.0,3165.0,2325.0,2086.0,4947.0,7251.0,2664.0,2186.0,5507.0,142116.0,2243.0,14.0,99.0,Nigeria,United States,Full-Time,French,United States,Yes
246,72,71.0,1,0.0,0.0,0.0,0.0,1,0,3,3,1.0,2,1,3.0,0,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-03-29 16:13:13,2022-03-29 16:24:31,678,B,neither,neither,neither,neither,offensive language,neither,offensive language,hate speech,neither,offensive language,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,neither,hate speech,22049.0,19882.0,14847.0,8844.0,20550.0,17330.0,18280.0,38076.0,10561.0,22526.0,6661.0,10020.0,31886.0,21014.0,6343.0,9812.0,21800.0,24674.0,24821.0,14261.0,432.0,0.0,100.0,DATA EXPIRED,United States,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
247,796,39.0,1,0.0,1.0,0.0,0.0,0,0,4,3,1.0,4,2,10.0,0,1,0,0,0,1,0,somewhat,somewhat,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238955,6238956,6238957,6238958",2022-04-05 12:52:42,2022-04-05 12:59:23,401,C,neither,neither,neither,neither,hate speech,neither,offensive language,offensive language,neither,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,12348.0,12986.0,13743.0,13379.0,6396.0,16266.0,14413.0,15420.0,11178.0,20820.0,11302.0,10861.0,13797.0,7413.0,6039.0,6804.0,10900.0,6665.0,7754.0,10265.0,1432.0,2.0,100.0,United States,United States,Full-Time,English,United States,DATA EXPIRED
248,170,25.0,1,0.0,1.0,0.0,0.0,0,0,4,3,1.0,2,1,15.0,0,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238940,6238941,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238944,6238942,6238943,6238944,6238955,6238956,6238957,6238958",2022-04-04 16:04:05,2022-04-04 16:15:16,671,D,neither,neither,neither,neither,offensive language,neither,offensive language,hate speech,,offensive language,offensive language,offensive language,offensive language,neither,offensive language,offensive language,hate speech,hate speech,hate speech,offensive language,14366.0,16454.0,13369.0,12265.0,8402.0,12258.0,7907.0,13237.0,12608.0,10217.0,194882.0,24896.0,27367.0,10542.0,23259.0,10367.0,29043.0,7982.0,6270.0,19780.0,1129.0,1.0,100.0,United States,United States,Full-Time,English,United States,No
249,615,41.0,1,0.0,0.0,0.0,1.0,0,0,4,3,1.0,1,1,10.0,0,0,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238935,6238936,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238937,6238938,6238939,6238955,6238956,6238957,6238958",2022-04-05 12:23:56,2022-04-05 12:33:11,555,C,offensive language,neither,neither,neither,offensive language,neither,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,offensive language,hate speech,hate speech,18720.0,16697.0,12619.0,13823.0,16393.0,15870.0,18077.0,17542.0,10626.0,13730.0,7601.0,7801.0,15453.0,11764.0,16673.0,6883.0,13129.0,13916.0,5520.0,8363.0,2584.0,11.0,99.0,United States,United States,Full-Time,English,United States,No
250,952,35.0,2,0.0,0.0,0.0,1.0,0,0,5,3,1.0,1,1,40.0,0,1,0,1,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238940,6238941,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238942,6238943,6238955,6238956,6238957,6238958",2022-04-05 16:40:23,2022-04-05 16:47:38,435,D,hate speech,neither,hate speech,neither,hate speech,hate speech,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,offensive language,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,hate speech,8306.0,18821.0,25920.0,9126.0,4659.0,21087.0,10854.0,17246.0,9384.0,18688.0,6148.0,8312.0,16005.0,7884.0,4138.0,6087.0,6901.0,4975.0,6601.0,6534.0,2960.0,3.0,100.0,United States,United States,Full-Time,English,United States,Yes
251,419,37.0,1,0.0,0.0,0.0,1.0,0,0,5,3,1.0,1,1,5.0,1,1,0,0,0,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238932,6238933,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238934,6238955,6238956,6238957,6238958",2022-04-05 10:09:05,2022-04-05 10:22:29,804,B,hate speech,neither,hate speech,neither,neither,neither,offensive language,offensive language,offensive language,offensive language,hate speech,offensive language,offensive language,neither,hate speech,neither,hate speech,offensive language,hate speech,hate speech,40984.0,15439.0,14578.0,11165.0,16699.0,29889.0,9680.0,20017.0,16400.0,16151.0,24482.0,11951.0,18665.0,12841.0,28724.0,8481.0,22203.0,13371.0,29588.0,20439.0,2374.0,6.0,100.0,United States,United States,DATA EXPIRED,English,United States,DATA EXPIRED
252,376,40.0,2,0.0,0.0,0.0,1.0,0,0,5,3,1.0,1,1,2.0,1,1,0,0,1,0,0,very,very,"6238913,6238914,6238915,6238916,6238917,6238918,6238919,6238920,6238921,6238922,6238923,6238924,6238925,6238926,6238927,6238928,6238945,6238946,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238947,6238948,6238955,6238956,6238957,6238958",2022-04-05 10:07:46,2022-04-05 10:18:14,628,E,neither,neither,hate speech,neither,neither,neither,hate speech,hate speech,neither,hate speech,hate speech,neither,hate speech,neither,neither,neither,hate speech,hate speech,hate speech,hate speech,6250.0,4984.0,12047.0,4849.0,7673.0,6560.0,7741.0,9806.0,13009.0,65975.0,7032.0,34673.0,72575.0,6490.0,14118.0,9898.0,73013.0,7892.0,9575.0,6126.0,2420.0,24.0,97.0,United States,United States,Full-Time,English,United States,No
